game_date,game_time,stadium,away_team,home_team,away_score,home_score,away_pitcher,away_pitcher_result,home_pitcher,home_pitcher_result,winner,ect
2025.03.22,14:00,수원 KT위즈파크,한화 이글스,KT 위즈,4,3,박상원,승,김민수,패,한화 이글스,종료
2025.03.22,14:00,서울 잠실야구장,롯데 자이언츠,LG 트윈스,2,12,반즈,패,치리노스,승,LG 트윈스,종료
2025.03.22,14:00,광주 기아챔피언스필드,NC 다이노스,KIA 타이거즈,2,9,전사민,패,전상형,승,KIA 타이거즈,종료
2025.03.22,14:00,인천 SSG랜더스필드,두산 베어스,SSG 랜더스,5,6,이영하,패,조병현,승,SSG 랜더스,종료
2025.03.22,14:00,대구 삼성라이온즈파크,키움 히어로즈,삼성 라이온즈,5,13,로젠버그,패,후라도,승,삼성 라이온즈,종료
2025.03.23,14:00,수원 KT위즈파크,한화 이글스,KT 위즈,4,5,한승혁,패,손동현,승,KT 위즈,종료
2025.03.23,14:00,서울 잠실야구장,롯데 자이언츠,LG 트윈스,2,10,박세웅,패,손주영,승,LG 트윈스,종료
2025.03.23,14:00,광주 기아챔피언스필드,NC 다이노스,KIA 타이거즈,5,4,라일리,승,양현종,패,NC 다이노스,종료
2025.03.23,14:00,인천 SSG랜더스필드,두산 베어스,SSG 랜더스,2,5,잭로그,패,김광현,승,SSG 랜더스,종료
2025.03.23,14:00,대구 삼성라이온즈파크,키움 히어로즈,삼성 라이온즈,7,11,하영민,패,양창섭,승,삼성 라이온즈,종료
2025.03.25,18:30,서울 잠실야구장,한화 이글스,LG 트윈스,0,5,박상원,패,에르난데스,승,LG 트윈스,종료
2025.03.25,18:30,인천 SSG랜더스필드,롯데 자이언츠,SSG 랜더스,3,2,박준우,승,조병현,패,롯데 자이언츠,종료
2025.03.25,18:30,대구 삼성라이온즈파크,NC 다이노스,삼성 라이온즈,5,14,최성영,패,최원태,승,삼성 라이온즈,종료
2025.03.25,18:30,수원 KT위즈파크,두산 베어스,KT 위즈,3,8,김호준,패,김민수,승,KT 위즈,종료
2025.03.25,18:30,광주 기아챔피언스필드,키움 히어로즈,KIA 타이거즈,6,11,김윤하,패,올러,승,KIA 타이거즈,종료
2025.03.26,18:30,서울 잠실야구장,한화 이글스,LG 트윈스,0,4,엄상백,패,임찬규,승,LG 트윈스,종료
2025.03.26,18:30,인천 SSG랜더스필드,롯데 자이언츠,SSG 랜더스,1,3,김진욱,패,송영진,승,SSG 랜더스,종료
2025.03.26,18:30,대구 삼성라이온즈파크,NC 다이노스,삼성 라이온즈,8,6,신민혁,승,이승현,패,NC 다이노스,종료
2025.03.26,18:30,수원 KT위즈파크,두산 베어스,KT 위즈,3,2,최승용,승,소형준,패,두산 베어스,종료
2025.03.26,18:30,광주 기아챔피언스필드,키움 히어로즈,KIA 타이거즈,17,10,정현우,승,윤영철,패,키움 히어로즈,종료
2025.03.27,18:30,서울 잠실야구장,한화 이글스,LG 트윈스,1,2,한승혁,패,벽명근,승,LG 트윈스,종료
2025.03.27,18:30,인천 SSG랜더스필드,롯데 자이언츠,SSG 랜더스,2,5,박준우,패,김건우,승,SSG 랜더스,종료
2025.03.27,18:30,대구 삼성라이온즈파크,NC 다이노스,삼성 라이온즈,11,5,손주환,승,이재희,패,NC 다이노스,종료
2025.03.27,18:30,수원 KT위즈파크,두산 베어스,KT 위즈,3,4,김유성,패,오원석,승,KT 위즈,종료
2025.03.27,18:30,광주 기아챔피언스필드,키움 히어로즈,KIA 타이거즈,5,3,주승우,승,정해영,패,키움 히어로즈,종료
2025.03.28,18:30,대전 한화생명볼파크,KIA 타이거즈,한화 이글스,2,7,전상현,패,폰세,승,한화 이글스,종료
2025.03.28,18:30,부산 사직야구장,KT 위즈,롯데 자이언츠,2,0,헤이수스,승,반즈,패,롯데 자이언츠,종료
2025.03.28,18:30,창원 NC파크,LG 트윈스,NC 다이노스,8,4,백승현,승,한재승,패,LG 트윈스,종료
2025.03.28,18:30,서울 고척스카이돔,SSG 랜더스,키움 히어로즈,3,9,앤더슨,패,로젠버그,승,키움 히어로즈,종료
2025.03.28,18:30,서울 잠실야구장,삼성 라이온즈,두산 베어스,0,2,후라도,패,콜어빈,승,두산 베어스,종료
2025.03.29,14:00,대전 한화생명볼파크,KIA 타이거즈,한화 이글스,4,5,조상우,패,김종수,승,한화 이글스,종료
2025.03.29,17:00,부산 사직야구장,KT 위즈,롯데 자이언츠,1,3,쿠에바스,패,박세웅,승,롯데 자이언츠,종료
2025.03.29,17:00,창원 NC파크,LG 트윈스,NC 다이노스,14,4,손주영,승,라일리,패,LG 트윈스,종료
2025.03.29,14:00,서울 고척스카이돔,SSG 랜더스,키움 히어로즈,1,3,김광현,패,하영민,승,키움 히어로즈,종료
2025.03.29,17:00,서울 잠실야구장,삼성 라이온즈,두산 베어스,13,2,김태훈,승,잭로그,패,삼성 라이온즈,종료
2025.03.30,14:00,대전 한화생명볼파크,KIA 타이거즈,한화 이글스,5,3,황동하,승,이태양,패,KIA 타이거즈,종료
2025.03.30,14:00,부산 사직야구장,KT 위즈,롯데 자이언츠,4,4,우규민,,송재영,,,종료
2025.03.30,14:00,창원 NC파크,LG 트윈스,NC 다이노스,,,에르난데스,,김태경,,,취소
2025.03.30,14:00,서울 고척스카이돔,SSG 랜더스,키움 히어로즈,8,2,문승원,승,김윤하,패,SSG 랜더스,종료
2025.03.30,14:00,서울 잠실야구장,삼성 라이온즈,두산 베어스,3,2,레예스,승,최원준,패,삼성 라이온즈,종료
2025.04.01,18:30,수원 KT위즈파크,LG 트윈스,KT 위즈,,,,,,,,취소
2025.04.01,18:30,대전 한화생명볼파크,롯데 자이언츠,한화 이글스,,,김진욱,,엄상백,,,취소
2025.04.01,18:30,창원 NC파크,SSG 랜더스,NC 다이노스,,,,,,,,취소
2025.04.01,18:30,광주 기아챔피언스필드,삼성 라이온즈,KIA 타이거즈,,,최원태,,윤영철,,,취소
2025.04.01,18:30,서울 잠실야구장,키움 히어로즈,두산 베어스,,,정현우,,최승용,,,취소
2025.04.02,18:30,수원 KT위즈파크,LG 트윈스,KT 위즈,5,9,에르난데스,패,김민수,승,KT 위즈,종료
2025.04.02,18:30,대전 한화생명볼파크,롯데 자이언츠,한화 이글스,6,2,김진욱,승,문동주,패,롯데 자이언츠,종료
2025.04.02,18:30,창원 NC파크,SSG 랜더스,NC 다이노스,,,,,,,,취소
2025.04.02,18:30,광주 기아챔피언스필드,삼성 라이온즈,KIA 타이거즈,4,2,백정현,승,전상현,패,삼성 라이온즈,종료
2025.04.02,18:30,서울 잠실야구장,키움 히어로즈,두산 베어스,3,5,박윤성,패,이영하,승,두산 베어스,종료
2025.04.03,18:30,수원 KT위즈파크,LG 트윈스,KT 위즈,5,1,임찬규,승,헤이수스,패,LG 트윈스,종료
2025.04.03,18:30,대전 한화생명볼파크,롯데 자이언츠,한화 이글스,4,2,박진,승,박상원,패,롯데 자이언츠,종료
2025.04.03,18:30,창원 NC파크,SSG 랜더스,NC 다이노스,,,,,,,,취소
2025.04.03,18:30,광주 기아챔피언스필드,삼성 라이온즈,KIA 타이거즈,1,3,후라도,패,네일,승,KIA 타이거즈,종료
2025.04.03,18:30,서울 잠실야구장,키움 히어로즈,두산 베어스,1,6,로젠버그,패,콜어빈,승,두산 베어스,종료
2025.04.04,18:30,대구 삼성라이온즈파크,한화 이글스,삼성 라이온즈,0,5,와이스,패,원태인,승,삼성 라이온즈,종료
2025.04.04,18:30,서울 잠실야구장,KIA 타이거즈,LG 트윈스,2,8,양현종,패,송승기,승,LG 트윈스,종료
2025.04.04,18:30,인천 SSG랜더스필드,KT 위즈,SSG 랜더스,2,3,최동환,패,한두솔,승,SSG 랜더스,종료
2025.04.04,18:30,서울 고척스카이돔,NC 다이노스,키움 히어로즈,1,5,로건,패,하영민,승,키움 히어로즈,종료
2025.04.04,18:30,부산 사직야구장,두산 베어스,롯데 자이언츠,15,3,잭로그,승,반즈,패,두산 베어스,종료
2025.04.05,14:00,대구 삼성라이온즈파크,한화 이글스,삼성 라이온즈,7,5,박상원,승,김재윤,패,한화 이글스,종료
2025.04.05,14:00,서울 잠실야구장,KIA 타이거즈,LG 트윈스,,,올러,,치리노스,,,취소
2025.04.05,17:00,인천 SSG랜더스필드,KT 위즈,SSG 랜더스,,,고영표,,문승원,,,취소
2025.04.05,17:00,서울 고척스카이돔,NC 다이노스,키움 히어로즈,7,5,최성영,승,김성민,패,NC 다이노스,종료
2025.04.05,17:00,부산 사직야구장,두산 베어스,롯데 자이언츠,1,6,최원준,패,박세웅,승,롯데 자이언츠,종료
2025.04.06,14:00,대구 삼성라이온즈파크,한화 이글스,삼성 라이온즈,0,10,엄상백,패,레예스,승,삼성 라이온즈,종료
2025.04.06,14:00,서울 잠실야구장,KIA 타이거즈,LG 트윈스,1,5,올러,패,치리노스,승,LG 트윈스,종료
2025.04.06,14:00,인천 SSG랜더스필드,KT 위즈,SSG 랜더스,0,1,박영현,패,조병현,승,SSG 랜더스,종료
2025.04.06,14:00,서울 고척스카이돔,NC 다이노스,키움 히어로즈,8,2,전사민,승,김선기,패,NC 다이노스,종료
2025.04.06,14:00,부산 사직야구장,두산 베어스,롯데 자이언츠,15,12,홍민규,승,박준우,패,두산 베어스,종료
2025.04.08,18:30,서울 잠실야구장,한화 이글스,두산 베어스,5,6,이상규,패,최지강,승,두산 베어스,종료
2025.04.08,18:30,부산 사직야구장,KIA 타이거즈,롯데 자이언츠,5,4,조상우,승,정철원,패,KIA 타이거즈,종료
2025.04.08,18:30,서울 고척스카이돔,LG 트윈스,키움 히어로즈,13,1,손주영,승,윤현,패,LG 트윈스,종료
2025.04.08,18:30,수원 KT위즈파크,NC 다이노스,KT 위즈,2,3,목지훈,패,고영표,승,KT 위즈,종료
2025.04.08,18:30,대구 삼성라이온즈파크,SSG 랜더스,삼성 라이온즈,3,7,송영진,패,최원태,승,삼성 라이온즈,종료
2025.04.09,18:30,서울 잠실야구장,한화 이글스,두산 베어스,5,4,폰세,패,콜어빈,패,한화 이글스,종료
2025.04.09,18:30,부산 사직야구장,KIA 타이거즈,롯데 자이언츠,3,1,네일,승,나균안,패,KIA 타이거즈,종료
2025.04.09,18:30,서울 고척스카이돔,LG 트윈스,키움 히어로즈,0,4,에르난데스,패,로젠버그,승,키움 히어로즈,종료
2025.04.09,18:30,수원 KT위즈파크,NC 다이노스,KT 위즈,1,4,로건,패,손동현,승,KT 위즈,종료
2025.04.09,18:30,대구 삼성라이온즈파크,SSG 랜더스,삼성 라이온즈,3,1,조병현,승,이호성,패,SSG 랜더스,종료
2025.04.10,18:30,서울 잠실야구장,한화 이글스,두산 베어스,7,2,와이스,승,잭로그,패,한화 이글스,종료
2025.04.10,18:30,부산 사직야구장,KIA 타이거즈,롯데 자이언츠,3,8,윤영철,패,반즈,승,롯데 자이언츠,종료
2025.04.10,18:30,서울 고척스카이돔,LG 트윈스,키움 히어로즈,7,3,임찬규,승,하영민,패,LG 트윈스,종료
2025.04.10,18:30,수원 KT위즈파크,NC 다이노스,KT 위즈,7,0,라일리,승,오원석,패,NC 다이노스,종료
2025.04.10,18:30,대구 삼성라이온즈파크,SSG 랜더스,삼성 라이온즈,2,3,김건우,패,김재윤,승,삼성 라이온즈,종료
2025.04.11,18:30,부산 사직야구장,롯데 자이언츠,NC 다이노스,7,5,박세웅,승,전사민,패,롯데 자이언츠,종료
2025.04.11,18:30,서울 잠실야구장,두산 베어스,LG 트윈스,2,5,최지강,패,김강률,승,LG 트윈스,종료
2025.04.11,18:30,광주 기아챔피언스필드,SSG 랜더스,KIA 타이거즈,9,3,최민준,승,양현종,패,SSG 랜더스,종료
2025.04.11,18:30,수원 KT위즈파크,삼성 라이온즈,KT 위즈,3,5,이승현,패,쿠에바스,승,KT 위즈,종료
2025.04.11,18:30,대전 한화생명볼파크,키움 히어로즈,한화 이글스,2,12,김윤하,패,류현진,승,한화 이글스,종료
2025.04.12,17:00,부산 사직야구장,롯데 자이언츠,NC 다이노스,2,0,데이비슨,승,신민혁,패,롯데 자이언츠,종료
2025.04.12,14:00,서울 잠실야구장,두산 베어스,LG 트윈스,0,4,김유성,패,치리노스,승,LG 트윈스,종료
2025.04.12,17:00,광주 기아챔피언스필드,SSG 랜더스,KIA 타이거즈,,,문승원,,올러,,,취소
2025.04.12,14:00,수원 KT위즈파크,삼성 라이온즈,KT 위즈,,,레예스,,문용익,,,취소
2025.04.12,17:00,대전 한화생명볼파크,키움 히어로즈,한화 이글스,6,2,정현우,승,엄상백,패,키움 히어로즈,종료
2025.04.13,14:00,부산 사직야구장,롯데 자이언츠,NC 다이노스,6,9,김진욱,패,손주환,승,NC 다이노스,종료
2025.04.13,14:00,서울 잠실야구장,두산 베어스,LG 트윈스,9,2,박치국,승,손주영,패,두산 베어스,종료
2025.04.13,14:00,광주 기아챔피언스필드,SSG 랜더스,KIA 타이거즈,5,11,문승원,패,올러,승,KIA 타이거즈,종료
2025.04.13,14:00,수원 KT위즈파크,삼성 라이온즈,KT 위즈,5,6,레예스,패,소형준,승,KT 위즈,종료
2025.04.13,14:00,대전 한화생명볼파크,키움 히어로즈,한화 이글스,1,7,조영건,패,문동주,승,한화 이글스,종료
2025.04.15,18:30,창원 NC파크,두산 베어스,NC 다이노스,,,,,,,,취소
2025.04.15,18:30,인천 SSG랜더스필드,한화 이글스,SSG 랜더스,2,0,폰세,승,앤더슨,패,한화 이글스,종료
2025.04.15,18:30,광주 기아챔피언스필드,KT 위즈,KIA 타이거즈,0,1,원상현,패,조상우,승,KIA 타이거즈,종료
2025.04.15,18:30,서울 잠실야구장,삼성 라이온즈,LG 트윈스,0,3,후라도,패,에르난데스,승,LG 트윈스,종료
2025.04.15,18:30,부산 사직야구장,키움 히어로즈,롯데 자이언츠,6,8,박윤성,패,정철원,승,롯데 자이언츠,종료
2025.04.16,18:30,창원 NC파크,두산 베어스,NC 다이노스,,,,,,,,취소
2025.04.16,18:30,인천 SSG랜더스필드,한화 이글스,SSG 랜더스,10,4,와이스,승,김광현,패,한화 이글스,종료
2025.04.16,18:30,광주 기아챔피언스필드,KT 위즈,KIA 타이거즈,3,0,오원석,승,김도현,패,KT 위즈,종료
2025.04.16,18:30,서울 잠실야구장,삼성 라이온즈,LG 트윈스,2,12,최원태,패,임찬규,승,LG 트윈스,종료
2025.04.16,18:30,부산 사직야구장,키움 히어로즈,롯데 자이언츠,4,6,하영민,패,반즈,승,롯데 자이언츠,종료
2025.04.17,18:30,창원 NC파크,두산 베어스,NC 다이노스,,,,,,,,취소
2025.04.17,18:30,인천 SSG랜더스필드,한화 이글스,SSG 랜더스,4,2,류현진,승,이로운,패,한화 이글스,종료
2025.04.17,18:30,광주 기아챔피언스필드,KT 위즈,KIA 타이거즈,4,5,박영현,패,정해영,승,KIA 타이거즈,종료
2025.04.17,18:30,서울 잠실야구장,삼성 라이온즈,LG 트윈스,6,3,원태인,승,송승기,패,삼성 라이온즈,종료
2025.04.17,18:30,부산 사직야구장,키움 히어로즈,롯데 자이언츠,1,7,김윤하,패,박세웅,승,롯데 자이언츠,종료
2025.04.18,18:30,서울 잠실야구장,KIA 타이거즈,두산 베어스,1,7,윤영철,패,콜어빈,승,두산 베어스,종료
2025.04.18,18:30,서울 고척스카이돔,KT 위즈,키움 히어로즈,3,4,우규민,패,주승우,승,키움 히어로즈,종료
2025.04.18,18:30,인천 SSG랜더스필드,LG 트윈스,SSG 랜더스,5,1,치리노스,승,박종훈,패,LG 트윈스,종료
2025.04.18,18:30,대구 삼성라이온즈파크,롯데 자이언츠,삼성 라이온즈,8,1,데이비슨,승,이승현,패,롯데 자이언츠,종료
2025.04.18,18:30,대전 한화생명볼파크,NC 다이노스,한화 이글스,4,12,로건,패,엄상백,승,한화 이글스,종료
2025.04.19,14:00,서울 잠실야구장,KIA 타이거즈,두산 베어스,8,4,올러,승,이영하,패,KIA 타이거즈,종료
2025.04.19,17:00,서울 고척스카이돔,KT 위즈,키움 히어로즈,11,1,소형준,승,김선기,패,KT 위즈,종료
2025.04.19,14:00,인천 SSG랜더스필드,LG 트윈스,SSG 랜더스,11,4,이지강,승,송영진,패,LG 트윈스,종료
2025.04.19,17:00,대구 삼성라이온즈파크,롯데 자이언츠,삼성 라이온즈,3,10,김진욱,패,이호성,승,삼성 라이온즈,종료
2025.04.19,17:00,대전 한화생명볼파크,NC 다이노스,한화 이글스,2,7,라일리,패,문동주,승,한화 이글스,종료
2025.04.20,14:00,서울 잠실야구장,KIA 타이거즈,두산 베어스,6,2,최지민,승,최지강,패,KIA 타이거즈,종료
2025.04.20,14:00,서울 고척스카이돔,KT 위즈,키움 히어로즈,5,0,고영표,승,로젠버그,패,KT 위즈,종료
2025.04.20,14:00,인천 SSG랜더스필드,LG 트윈스,SSG 랜더스,3,9,김주온,패,앤더슨,승,SSG 랜더스,종료
2025.04.20,14:00,대구 삼성라이온즈파크,롯데 자이언츠,삼성 라이온즈,4,3,정철원,승,이재희,패,롯데 자이언츠,종료
2025.04.20,14:00,대전 한화생명볼파크,NC 다이노스,한화 이글스,1,7,이용찬,패,폰세,승,한화 이글스,종료
2025.04.22,18:30,부산 사직야구장,한화 이글스,롯데 자이언츠,,,와이스,,반즈,,,취소
2025.04.22,18:30,대구 삼성라이온즈파크,KIA 타이거즈,삼성 라이온즈,,,김도현,,최원태,,,취소
2025.04.22,18:30,서울 잠실야구장,NC 다이노스,LG 트윈스,6,5,류진욱,승,장현식,패,NC 다이노스,종료
2025.04.22,18:30,서울 고척스카이돔,두산 베어스,키움 히어로즈,4,5,최승용,패,하영민,승,키움 히어로즈,종료
2025.04.22,18:30,수원 KT위즈파크,SSG 랜더스,KT 위즈,3,9,김광현,패,오원석,승,KT 위즈,종료
2025.04.23,18:30,부산 사직야구장,한화 이글스,롯데 자이언츠,6,4,와이스,승,반즈,패,한화 이글스,종료
2025.04.23,18:30,대구 삼성라이온즈파크,KIA 타이거즈,삼성 라이온즈,2,7,김도현,패,최원태,승,삼성 라이온즈,종료
2025.04.23,18:30,서울 잠실야구장,NC 다이노스,LG 트윈스,0,3,로건,패,송승기,승,LG 트윈스,종료
2025.04.23,18:30,서울 고척스카이돔,두산 베어스,키움 히어로즈,8,2,최준호,승,김윤하,패,두산 베어스,종료
2025.04.23,18:30,수원 KT위즈파크,SSG 랜더스,KT 위즈,11,5,화이트,승,쿠에바스,패,SSG 랜더스,종료
2025.04.24,18:30,부산 사직야구장,한화 이글스,롯데 자이언츠,3,5,류현진,패,박세웅,승,롯데 자이언츠,종료
2025.04.24,18:30,대구 삼성라이온즈파크,KIA 타이거즈,삼성 라이온즈,5,17,황동하,패,원태인,승,삼성 라이온즈,종료
2025.04.24,18:30,서울 잠실야구장,NC 다이노스,LG 트윈스,3,1,라일리,승,치리노스,패,NC 다이노스,종료
2025.04.24,18:30,서울 고척스카이돔,두산 베어스,키움 히어로즈,9,3,콜어빈,승,김연주,패,두산 베어스,종료
2025.04.24,18:30,수원 KT위즈파크,SSG 랜더스,KT 위즈,6,3,문승원,승,강건,패,SSG 랜더스,종료
2025.04.25,18:30,대전 한화생명볼파크,KT 위즈,한화 이글스,2,1,손동현,승,김서현,패,KT 위즈,종료
2025.04.25,18:30,광주 기아챔피언스필드,LG 트윈스,KIA 타이거즈,6,5,김영우,승,조상우,패,LG 트윈스,종료
2025.04.25,18:30,서울 잠실야구장,롯데 자이언츠,두산 베어스,8,2,데이비슨,승,최원준,패,롯데 자이언츠,종료
2025.04.25,18:30,대구 삼성라이온즈파크,NC 다이노스,삼성 라이온즈,6,10,손주환,패,이승민,승,삼성 라이온즈,종료
2025.04.25,18:30,인천 SSG랜더스필드,키움 히어로즈,SSG 랜더스,3,4,박윤성,패,한두솔,승,SSG 랜더스,종료
2025.04.26,17:00,대전 한화생명볼파크,KT 위즈,한화 이글스,1,2,고영표,패,문동주,승,한화 이글스,종료
2025.04.26,14:00,광주 기아챔피언스필드,LG 트윈스,KIA 타이거즈,4,8,이지강,패,올러,승,KIA 타이거즈,종료
2025.04.26,14:00,서울 잠실야구장,롯데 자이언츠,두산 베어스,7,4,박시영,승,최지강,패,롯데 자이언츠,종료
2025.04.26,17:00,대구 삼성라이온즈파크,NC 다이노스,삼성 라이온즈,1,9,이용찬,패,후라도,승,삼성 라이온즈,종료
2025.04.26,17:00,인천 SSG랜더스필드,키움 히어로즈,SSG 랜더스,2,1,윤현,승,김건우,패,키움 히어로즈,종료
2025.04.27,14:00,대전 한화생명볼파크,KT 위즈,한화 이글스,3,4,오원석,패,폰세,승,한화 이글스,종료
2025.04.27,14:00,광주 기아챔피언스필드,LG 트윈스,KIA 타이거즈,2,3,임찬규,패,전상현,승,KIA 타이거즈,종료
2025.04.27,14:00,서울 잠실야구장,롯데 자이언츠,두산 베어스,4,13,박진,패,최승용,승,두산 베어스,종료
2025.04.27,14:00,대구 삼성라이온즈파크,NC 다이노스,삼성 라이온즈,4,8,신민혁,패,레예스,승,삼성 라이온즈,종료
2025.04.27,14:00,인천 SSG랜더스필드,키움 히어로즈,SSG 랜더스,7,3,하영민,승,김광현,패,키움 히어로즈,종료
2025.04.29,18:30,서울 잠실야구장,KT 위즈,두산 베어스,3,2,쿠에바스,승,최준호,패,KT 위즈,종료
2025.04.29,18:30,대전 한화생명볼파크,LG 트윈스,한화 이글스,2,3,송승기,패,와이스,승,한화 이글스,종료
2025.04.29,18:30,서울 고척스카이돔,롯데 자이언츠,키움 히어로즈,9,3,반즈,승,김윤하,패,롯데 자이언츠,종료
2025.04.29,18:30,광주 기아챔피언스필드,NC 다이노스,KIA 타이거즈,3,13,로건,패,김도현,승,KIA 타이거즈,종료
2025.04.29,18:30,인천 SSG랜더스필드,삼성 라이온즈,SSG 랜더스,3,1,이호성,승,노경은,패,SSG 랜더스,종료
2025.04.30,18:30,서울 잠실야구장,KT 위즈,두산 베어스,8,2,헤이수스,승,콜어빈,패,KT 위즈,종료
2025.04.30,18:30,대전 한화생명볼파크,LG 트윈스,한화 이글스,2,5,김진성,패,류현진,승,한화 이글스,종료
2025.04.30,18:30,서울 고척스카이돔,롯데 자이언츠,키움 히어로즈,10,9,박세웅,승,김선기,패,롯데 자이언츠,종료
2025.04.30,18:30,광주 기아챔피언스필드,NC 다이노스,KIA 타이거즈,7,0,라일리,승,황동하,패,NC 다이노스,종료
2025.04.30,18:30,인천 SSG랜더스필드,삼성 라이온즈,SSG 랜더스,6,6,이호성,,김건우,,,종료
2025.05.01,18:30,서울 잠실야구장,KT 위즈,두산 베어스,3,3,손동현,,홍민규,,,종료
2025.05.01,18:30,대전 한화생명볼파크,LG 트윈스,한화 이글스,,,손주영,,엄상백,,,취소
2025.05.01,18:30,서울 고척스카이돔,롯데 자이언츠,키움 히어로즈,5,0,데이비슨,승,조영건,패,롯데 자이언츠,종료
2025.05.01,18:30,광주 기아챔피언스필드,NC 다이노스,KIA 타이거즈,,,김녹원,,양현종,,,취소
2025.05.01,18:30,인천 SSG랜더스필드,삼성 라이온즈,SSG 랜더스,1,4,이승현,패,송영진,승,SSG 랜더스,종료
2025.05.02,18:30,광주 기아챔피언스필드,한화 이글스,KIA 타이거즈,3,2,정우주,승,임기영,패,한화 이글스,종료
2025.05.02,18:30,부산 사직야구장,NC 다이노스,롯데 자이언츠,3,4,전사민,패,김원중,승,롯데 자이언츠,종료
2025.05.02,18:30,대구 삼성라이온즈파크,두산 베어스,삼성 라이온즈,2,6,고효준,패,이호성,승,삼성 라이온즈,종료
2025.05.02,18:30,서울 잠실야구장,SSG 랜더스,LG 트윈스,2,1,앤더슨,승,손주영,패,SSG 랜더스,종료
2025.05.02,18:30,수원 KT위즈파크,키움 히어로즈,KT 위즈,5,3,로젠버그,승,고영표,패,키움 히어로즈,종료
2025.05.03,14:00,광주 기아챔피언스필드,한화 이글스,KIA 타이거즈,,,문동주,,네일,,,취소
2025.05.03,17:00,부산 사직야구장,NC 다이노스,롯데 자이언츠,13,4,손주환,승,김강현,패,NC 다이노스,종료
2025.05.03,17:00,대구 삼성라이온즈파크,두산 베어스,삼성 라이온즈,6,1,최승용,승,레예스,패,두산 베어스,종료
2025.05.03,17:00,서울 잠실야구장,SSG 랜더스,LG 트윈스,1,4,김광현,패,임찬규,승,LG 트윈스,종료
2025.05.03,17:00,수원 KT위즈파크,키움 히어로즈,KT 위즈,0,9,하영민,패,오원석,승,KT 위즈,종료
2025.05.04,14:00,광주 기아챔피언스필드,한화 이글스,KIA 타이거즈,3,1,폰세,승,조상우,패,한화 이글스,종료
2025.05.04,14:00,부산 사직야구장,NC 다이노스,롯데 자이언츠,9,6,전사민,승,구승민,패,NC 다이노스,종료
2025.05.04,14:00,대구 삼성라이온즈파크,두산 베어스,삼성 라이온즈,11,6,홍민규,승,정민성,패,두산 베어스,종료
2025.05.04,14:00,서울 잠실야구장,SSG 랜더스,LG 트윈스,4,12,박종훈,패,코엔 윈,승,LG 트윈스,종료
2025.05.04,14:00,수원 KT위즈파크,키움 히어로즈,KT 위즈,4,5,박윤성,패,김민수,승,KT 위즈,종료
2025.05.05,14:00,서울 고척스카이돔,KIA 타이거즈,키움 히어로즈,13,1,양현종,승,김윤하,패,KIA 타이거즈,종료
